Datalog report
Fri Feb 14 08:59:54 2025

                      Lot:  8IQY47003.05-TT-I
                   Tester:  smartscale00.anoralabs.com
                  Program:  IBM_NP_Master_Rev004_HT.ttf
                      Rev:  
                   Device:  B6811850
          Device Revision:  
                    Sites:  1
             Package Type:  B6811850
                 Operator:  Joe
                Test Code:  FT
         Test Temperature:  25C
        Handler or Prober:  handtest (Offline)
         Smartest Version:  7.10.6.0
    Smartest Release Date:  Thu, 04 Aug 2022 08:14:36 +0200
           Executive Name:  TCCT
        Executive Version:  1.9.8
   Executive Release Date:  20200617


Site1 PartID: "P8299856"
Number     Test Name                                                             Low           Measured               High       Site(P/F)
721101     vdd_core                                                            0.080V     <      0.0997V     <       0.120V      Site:1
315018     leak_lo_r_eve_c_odd_pll_reg_async_reset_n_pad_i                  -100.000uA    <     -0.0210uA    <     100.000uA     Site:1
315019     leak_lo_r_eve_c_odd_dft_scan_rst_n_pad_i                         -100.000uA    <     -0.0150uA    <     100.000uA     Site:1
315020     leak_lo_r_eve_c_odd_dft_scan_misr_select_pad_i                   -100.000uA    <      0.0000uA    <     100.000uA     Site:1
315021     leak_lo_r_eve_c_odd_io_rsp_pad_accept1                           -100.000uA    <     -0.0160uA    <     100.000uA     Site:1
316001     leak_lo_r_odd_c_eve_io_req_pad_addr_0                            -100.000uA    <     -0.0060uA    <     100.000uA     Site:1
316002     leak_lo_r_odd_c_eve_io_req_pad_addr_19                           -100.000uA    <     -0.0230uA    <     100.000uA     Site:1
316003     leak_lo_r_odd_c_eve_io_req_pad_addr_13                           -100.000uA    <     -0.0330uA    <     100.000uA     Site:1
316004     leak_lo_r_odd_c_eve_io_req_pad_data_29                           -100.000uA    <     -0.0250uA    <     100.000uA     Site:1
316005     leak_lo_r_odd_c_eve_io_req_pad_data_0                            -100.000uA    <     -0.0110uA    <     100.000uA     Site:1
316006     leak_lo_r_odd_c_eve_io_req_pad_addr_11                           -100.000uA    <     -0.0060uA    <     100.000uA     Site:1
316007     leak_lo_r_odd_c_eve_io_req_pad_addr_6                            -100.000uA    <      0.0180uA    <     100.000uA     Site:1
316008     leak_lo_r_odd_c_eve_tap_tms_pad_i                                -100.000uA    <     -0.0090uA    <     100.000uA     Site:1
316009     leak_lo_r_odd_c_eve_io_req_pad_addr_26                           -100.000uA    <     -0.0230uA    <     100.000uA     Site:1
316010     leak_lo_r_odd_c_eve_dft_1500_ws_pad_i                            -100.000uA    <     -0.0100uA    <     100.000uA     Site:1
316011     leak_lo_r_odd_c_eve_io_req_pad_data_26                           -100.000uA    <      0.0080uA    <     100.000uA     Site:1
316012     leak_lo_r_odd_c_eve_io_req_pad_addr_23                           -100.000uA    <      0.0020uA    <     100.000uA     Site:1
316013     leak_lo_r_odd_c_eve_io_req_pad_addr_28                           -100.000uA    <     -0.0150uA    <     100.000uA     Site:1
316014     leak_lo_r_odd_c_eve_dft_scan_scan_in_pad_i_9                     -100.000uA    <      0.0020uA    <     100.000uA     Site:1
316015     leak_lo_r_odd_c_eve_io_req_pad_data_31                           -100.000uA    <     -0.0070uA    <     100.000uA     Site:1
316016     leak_lo_r_odd_c_eve_dft_pmbist_pmda_rst_pad_i                    -100.000uA    <     -0.0350uA    <     100.000uA     Site:1
316017     leak_lo_r_odd_c_eve_dft_scan_scan_in_pad_i_8                     -100.000uA    <      0.0030uA    <     100.000uA     Site:1
316018     leak_lo_r_odd_c_eve_dft_scan_scan_in_pad_i_10                    -100.000uA    <     -0.0100uA    <     100.000uA     Site:1
316019     leak_lo_r_odd_c_eve_pll_async_reset_n_pad_i                      -100.000uA    <     -0.0230uA    <     100.000uA     Site:1
316020     leak_lo_r_odd_c_eve_io_req_pad_data_24                           -100.000uA    <     -0.0050uA    <     100.000uA     Site:1
316021     leak_lo_r_odd_c_eve_machine_init_ctrl_pad_i_1                    -100.000uA    <      0.0150uA    <     100.000uA     Site:1
317001     leak_lo_r_odd_c_odd_io_req_pad_data_17                           -100.000uA    <     -0.0050uA    <     100.000uA     Site:1
317002     leak_lo_r_odd_c_odd_io_req_pad_data_9                            -100.000uA    <     -0.0010uA    <     100.000uA     Site:1
317003     leak_lo_r_odd_c_odd_io_req_pad_data_23                           -100.000uA    <     -0.0420uA    <     100.000uA     Site:1
317004     leak_lo_r_odd_c_odd_io_req_pad_addr_17                           -100.000uA    <     -0.0030uA    <     100.000uA     Site:1
317005     leak_lo_r_odd_c_odd_io_req_pad_data_3                            -100.000uA    <     -0.0280uA    <     100.000uA     Site:1
317006     leak_lo_r_odd_c_odd_io_req_pad_data_16                           -100.000uA    <     -0.0020uA    <     100.000uA     Site:1
317007     leak_lo_r_odd_c_odd_io_req_pad_addr_16                           -100.000uA    <     -0.0100uA    <     100.000uA     Site:1
317008     leak_lo_r_odd_c_odd_io_req_pad_data_7                            -100.000uA    <     -0.0060uA    <     100.000uA     Site:1
317009     leak_lo_r_odd_c_odd_io_req_pad_data_22                           -100.000uA    <     -0.0050uA    <     100.000uA     Site:1
317010     leak_lo_r_odd_c_odd_io_req_pad_data_2                            -100.000uA    <     -0.0040uA    <     100.000uA     Site:1
317011     leak_lo_r_odd_c_odd_io_req_pad_addr_7                            -100.000uA    <     -0.0120uA    <     100.000uA     Site:1
317012     leak_lo_r_odd_c_odd_io_req_pad_data_15                           -100.000uA    <     -0.0010uA    <     100.000uA     Site:1
317013     leak_lo_r_odd_c_odd_io_req_pad_data_6                            -100.000uA    <      0.0000uA    <     100.000uA     Site:1
317014     leak_lo_r_odd_c_odd_io_req_pad_addr_20                           -100.000uA    <     -0.0190uA    <     100.000uA     Site:1
317015     leak_lo_r_odd_c_odd_io_req_pad_addr_14                           -100.000uA    <     -0.0270uA    <     100.000uA     Site:1
317016     leak_lo_r_odd_c_odd_io_req_pad_addr_10                           -100.000uA    <      0.0060uA    <     100.000uA     Site:1
317017     leak_lo_r_odd_c_odd_io_req_pad_addr_3                            -100.000uA    <     -0.0280uA    <     100.000uA     Site:1
317018     leak_lo_r_odd_c_odd_io_req_pad_addr_27                           -100.000uA    <     -0.0160uA    <     100.000uA     Site:1
317019     leak_lo_r_odd_c_odd_io_req_pad_data_5                            -100.000uA    <     -0.0260uA    <     100.000uA     Site:1
317020     leak_lo_r_odd_c_odd_dft_1500_updatewr_pad_i                      -100.000uA    <     -0.0250uA    <     100.000uA     Site:1
317021     leak_lo_r_odd_c_odd_dft_scan_scan_en_pad_i                       -100.000uA    <      0.0130uA    <     100.000uA     Site:1
317022     leak_lo_r_odd_c_odd_dft_scan_scan_in_pad_i_6                     -100.000uA    <      0.0110uA    <     100.000uA     Site:1
317023     leak_lo_r_odd_c_odd_dft_scan_elastic_rst_pad_i                   -100.000uA    <      0.0080uA    <     100.000uA     Site:1
317024     leak_lo_r_odd_c_odd_dft_opcg_shift_clk_pad_i                     -100.000uA    <     -0.0120uA    <     100.000uA     Site:1
317025     leak_lo_r_odd_c_odd_io_req_pad_addr_29                           -100.000uA    <      0.0130uA    <     100.000uA     Site:1
317026     leak_lo_r_odd_c_odd_io_req_pad_data_28                           -100.000uA    <      0.0160uA    <     100.000uA     Site:1
317027     leak_lo_r_odd_c_odd_dft_1500_capturewr_pad_i                     -100.000uA    <     -0.0040uA    <     100.000uA     Site:1
317028     leak_lo_r_odd_c_odd_dft_scan_scan_in_pad_i_15                    -100.000uA    <     -0.0160uA    <     100.000uA     Site:1
317029     leak_lo_r_odd_c_odd_dft_scan_scan_in_pad_i_5                     -100.000uA    <     -0.0080uA    <     100.000uA     Site:1
317030     leak_lo_r_odd_c_odd_dft_scan_scan_in_pad_i_3                     -100.000uA    <      0.0140uA    <     100.000uA     Site:1
317031     leak_lo_r_odd_c_odd_dft_scan_misr_rst_pad_i                      -100.000uA    <      0.0050uA    <     100.000uA     Site:1
317032     leak_lo_r_odd_c_odd_machine_init_ctrl_pad_i_0                    -100.000uA    <     -0.0030uA    <     100.000uA     Site:1
317033     leak_lo_r_odd_c_odd_dft_scan_scan_in_pad_i_14                    -100.000uA    <      0.0120uA    <     100.000uA     Site:1
317034     leak_lo_r_odd_c_odd_dft_scan_scan_in_pad_i_13                    -100.000uA    <      0.0080uA    <     100.000uA     Site:1
317035     leak_lo_r_odd_c_odd_dft_scan_scan_in_pad_i_2                     -100.000uA    <     -0.0100uA    <     100.000uA     Site:1
317036     leak_lo_r_odd_c_odd_rxtx_width_pad_i_1                           -100.000uA    <      0.0060uA    <     100.000uA     Site:1
317037     leak_lo_r_odd_c_odd_rxtx_width_pad_i_0                           -100.000uA    <     -0.0110uA    <     100.000uA     Site:1
317038     leak_lo_r_odd_c_odd_pllset_pad_i_0                               -100.000uA    <      0.0120uA    <     100.000uA     Site:1
317039     leak_lo_r_odd_c_odd_pllset_pad_i_2                               -100.000uA    <     -0.0110uA    <     100.000uA     Site:1
317040     leak_lo_r_odd_c_odd_pllset_pad_i_1                               -100.000uA    <     -0.0100uA    <     100.000uA     Site:1
317041     leak_lo_r_odd_c_odd_dft_scan_lpg1_pad_i                          -100.000uA    <     -0.0070uA    <     100.000uA     Site:1
317042     leak_lo_r_odd_c_odd_pll_ref_select_pad_i                         -100.000uA    <      0.0050uA    <     100.000uA     Site:1
317043     leak_lo_r_odd_c_odd_pll_config_select_pad_i                      -100.000uA    <     -0.0050uA    <     100.000uA     Site:1
317044     leak_lo_r_odd_c_odd_drive_pad_i_1                                -100.000uA    <      0.0060uA    <     100.000uA     Site:1
317045     leak_lo_r_odd_c_odd_dft_pmbist_ret_pause_continue_pad_i          -100.000uA    <     -0.0070uA    <     100.000uA     Site:1
318001     leak_hi_mux_io_req_pad_data_250                                  -100.000uA    <     18.0140uA    <     100.000uA     Site:1
318018     leak_hi_mux_io_req_pad_data_174                                  -100.000uA    <     18.0450uA    <     100.000uA     Site:1
318035     leak_hi_mux_io_req_pad_data_200                                  -100.000uA    <     18.0140uA    <     100.000uA     Site:1
318052     leak_hi_mux_io_req_pad_data_40                                   -100.000uA    <     18.0140uA    <     100.000uA     Site:1
318069     leak_hi_mux_io_req_pad_data_52                                   -100.000uA    <     18.0190uA    <     100.000uA     Site:1
318086     leak_hi_mux_io_req_pad_data_56                                   -100.000uA    <     17.9990uA    <     100.000uA     Site:1
318103     leak_hi_mux_io_req_pad_data_202                                  -100.000uA    <     17.9860uA    <     100.000uA     Site:1
318120     leak_hi_mux_io_req_pad_data_161                                  -100.000uA    <     17.9940uA    <     100.000uA     Site:1
318137     leak_hi_mux_io_req_pad_data_42                                   -100.000uA    <     17.9780uA    <     100.000uA     Site:1
318154     leak_hi_mux_io_req_pad_data_81                                   -100.000uA    <     17.9780uA    <     100.000uA     Site:1
318171     leak_hi_mux_io_req_pad_data_47                                   -100.000uA    <     17.9600uA    <     100.000uA     Site:1
318188     leak_hi_mux_io_req_pad_data_87                                   -100.000uA    <     17.9650uA    <     100.000uA     Site:1
318205     leak_hi_mux_io_req_pad_data_122                                  -100.000uA    <     18.0140uA    <     100.000uA     Site:1
318222     leak_hi_mux_io_req_pad_data_131                                  -100.000uA    <     18.0090uA    <     100.000uA     Site:1
318239     leak_hi_mux_io_req_pad_data_92                                   -100.000uA    <     17.9830uA    <     100.000uA     Site:1
318256     leak_hi_mux_io_req_pad_data_248                                  -100.000uA    <     18.0090uA    <     100.000uA     Site:1
318273     leak_hi_mux_io_req_pad_data_184                                  -100.000uA    <     17.9760uA    <     100.000uA     Site:1
318290     leak_hi_mux_io_req_pad_data_103                                  -100.000uA    <     17.9760uA    <     100.000uA     Site:1
318307     leak_hi_mux_io_req_pad_data_195                                  -100.000uA    <     18.0040uA    <     100.000uA     Site:1
318324     leak_hi_mux_io_req_pad_data_119                                  -100.000uA    <     18.0140uA    <     100.000uA     Site:1
318341     leak_hi_mux_io_req_pad_data_172                                  -100.000uA    <     18.0090uA    <     100.000uA     Site:1
318358     leak_hi_mux_io_req_pad_data_123                                  -100.000uA    <     17.9880uA    <     100.000uA     Site:1
318375     leak_hi_mux_io_req_pad_data_168                                  -100.000uA    <     18.0040uA    <     100.000uA     Site:1
318392     leak_hi_mux_io_req_pad_data_44                                   -100.000uA    <     17.9940uA    <     100.000uA     Site:1
318409     leak_hi_mux_io_req_pad_data_160                                  -100.000uA    <     18.0220uA    <     100.000uA     Site:1
318426     leak_hi_mux_io_req_pad_data_89                                   -100.000uA    <     18.0090uA    <     100.000uA     Site:1
318443     leak_hi_mux_io_req_pad_data_213                                  -100.000uA    <     18.0370uA    <     100.000uA     Site:1
318460     leak_hi_mux_io_req_pad_data_249                                  -100.000uA    <     17.9700uA    <     100.000uA     Site:1
318477     leak_hi_mux_io_req_pad_data_204                                  -100.000uA    <     17.9830uA    <     100.000uA     Site:1
318494     leak_hi_mux_io_req_pad_data_48                                   -100.000uA    <     17.9680uA    <     100.000uA     Site:1
318511     leak_hi_mux_io_req_pad_data_163                                  -100.000uA    <     17.9760uA    <     100.000uA     Site:1
318002     leak_hi_mux_io_req_pad_data_69                                   -100.000uA    <     18.0370uA    <     100.000uA     Site:1
318019     leak_hi_mux_io_req_pad_data_121                                  -100.000uA    <     17.9730uA    <     100.000uA     Site:1
318036     leak_hi_mux_io_req_pad_data_144                                  -100.000uA    <     18.0190uA    <     100.000uA     Site:1
318053     leak_hi_mux_io_req_pad_data_46                                   -100.000uA    <     18.0210uA    <     100.000uA     Site:1
318070     leak_hi_mux_io_req_pad_data_155                                  -100.000uA    <     17.9780uA    <     100.000uA     Site:1
318087     leak_hi_mux_io_req_pad_data_126                                  -100.000uA    <     18.0040uA    <     100.000uA     Site:1
318104     leak_hi_mux_io_req_pad_data_178                                  -100.000uA    <     17.9400uA    <     100.000uA     Site:1
318121     leak_hi_mux_io_req_pad_data_162                                  -100.000uA    <     18.0470uA    <     100.000uA     Site:1
